,Name,JapaneseName,Station,Restaurant_Type_1,Restaurant_Type_2,DinnerLowPrice,DinnerHighPrice,LunchLowPrice,LunchHighPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,IsJapaneseCuisine
849,Kyouryouriujigawaryokan,京料理 宇治川旅館,Uji,Ryokan,,"¥1,000","¥1,999",,,3.04,3.04,3.03,18,34.89206738,135.8059309,TRUE
850,Obanzaitatsunosuke,おばんざい TATSUNOSUKE,Kawaramachi,Japanese food (other),Izakaya (Tavern),"¥3,000","¥3,999",,,3.3,3.3,,6,35.00472199,135.7701774,TRUE
851,kyounosozaiyatoku,京の素材家 とく,Kujo,Izakaya (Tavern),Dining bar,"¥3,000","¥3,999",,,3.07,3.08,3.02,7,34.98195862,135.7595787,TRUE
852,Kankokusakuratei,韓国 さくら亭 烏丸店,Shijo,Yakiniku (BBQ Beef),Korean cuisine,"¥3,000","¥3,999",,,3.16,3.16,,9,35.00140458,135.758391,FALSE
853,Shisen,四川,Kyoto,Sichuan Cuisine,Cantonese Cuisine,"¥6,000","¥7,999","¥2,000","¥2,999",3.08,3.06,3.09,34,34.98378975,135.7559609,FALSE
854,Barubera,バルベーラ,Saiin,Italian,Pasta,"¥3,000","¥3,999",,,3.09,3.06,3.15,21,35.00085192,135.7298323,FALSE
855,Yubasen,ゆば泉 宝ヶ池店,Kokusaikaikan,Tofu,Yuba,"¥3,000","¥3,999","¥2,000","¥2,999",3.51,3.25,3.35,30,35.06427645,135.7891183,TRUE
856,Ibushigin,燻し銀,Sanjo,Izakaya (Tavern),Dining bar,"¥4,000","¥4,999",,,3.06,3.06,,20,35.01028888,135.7709712,TRUE
857,Irujeko,イル・ジェーコ,Shijo,Italian,Pasta,"¥4,000","¥4,999",,,3.52,3.52,,8,35.00263021,135.7553381,FALSE
858,Anju,庵珠,Arashiyama,Tofu,Yuba,"¥3,000","¥3,999","¥3,000","¥3,999",3,3,3,40,35.01749422,135.6771359,TRUE
859,Genkiya,源輝家,Nagaokakyo,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",¥0,¥999,3.23,3.15,3.31,24,34.92289417,135.6994875,TRUE
860,Gohanya,ごはんや,Karasuma Oike,Izakaya (Tavern),Dining bar,"¥2,000","¥2,999",¥0,¥999,3.05,3.04,3.05,11,35.01006572,135.7586821,TRUE
861,Kyouwasabi,京わさび,Fukakusa,Pork Shabu Shabu,Kyoto Cuisine,"¥2,000","¥2,999","¥1,000","¥1,999",3.08,3.08,3.03,5,34.96137319,135.7678648,TRUE
862,kyoutoebisuya,京都戎屋 北大路駅前店,Kitaoji,Izakaya (Tavern),Oden,"¥2,000","¥2,999",,,3,3,,1,35.04339591,135.7574705,TRUE
863,Rakudaya,駱駝家,Saiin,Genghis Khan (BBQ Rum),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.06,3.06,,7,35.00239592,135.7298044,TRUE
864,Shouentei,鐘園亭,Kiyomizu Gojo,Chinese,Ramen,"¥1,000","¥1,999",¥0,¥999,3.14,3.07,3.13,19,34.99728757,135.7770488,FALSE
865,Nishikihenkotsu,錦へんこつ,Kawaramachi,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥3,000","¥3,999",,,3.51,3.51,,29,35.00522818,135.7651736,TRUE
866,Gyuukimura,牛・キムラ 山科店,Nagitsuji,Yakiniku (BBQ Beef),Sukiyaki,"¥5,000","¥5,999",,,3.06,3.06,3.06,8,34.97482277,135.8155898,TRUE
867,Kafecherisshu,cafe Cherish,Marutamachi,Cafe,Sweets (and others),"¥1,000","¥1,999","¥1,000","¥1,999",3.45,3.11,3.42,34,35.01346866,135.7638594,TRUE
868,Masoho,まそほ 京都店,Kyoto,Seafood,Robatayaki,"¥4,000","¥4,999",,,3.35,3.35,,77,34.98839985,135.7577438,TRUE
869,Kamogawatakashi,鴨川たかし,Jingu Marutamachi,Yakiniku (BBQ Beef),Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥2,000","¥2,999",3.59,3.58,3.61,58,35.01587833,135.7695256,TRUE
870,IZAMA,居様,Karasuma,Kyoto Cuisine,Creative cuisine,"¥4,000","¥4,999","¥1,000","¥1,999",3.53,3.04,3.58,40,35.00659178,135.7568489,TRUE
871,Kaisekihyouki,懐石 瓢樹,Karasuma Oike,Kappo (Traditional Japanese),Kyoto Cuisine,"¥10,000","¥14,999","¥4,000","¥4,999",3.47,3.3,3.38,39,35.00740636,135.7557022,TRUE
872,miyazakikenhyuugashitsukadanoujou,宮崎県日向市 塚田農場 京都三条大橋店,Sanjo,Izakaya (Tavern),Fowl,"¥3,000","¥3,999",,,3.03,3.03,,22,35.00884428,135.7711548,TRUE
873,Kyounojiyasaiitariampacchokone,パッチョコーネ,Kyoto,Italian,Pasta,"¥2,000","¥2,999",¥0,¥999,3.03,3.04,3,7,34.9893769,135.7540455,FALSE
874,Kabochanotane,かぼちゃのたね,Gion Shijo,Kappo (Traditional Japanese),Kyoto Cuisine,"¥3,000","¥3,999","¥2,000","¥2,999",3.51,3.41,3.42,25,35.00396321,135.7749286,TRUE
875,Giwonyakinikushige,祇をん焼肉 茂,Gion Shijo,Yakiniku (BBQ Beef),Shabu Shabu (Japanese Steamboat),"¥10,000","¥14,999",,,3.06,3.06,,3,35.00417792,135.7760702,TRUE
876,Taruhachi,樽八,Mototanaka,Izakaya (Tavern),Ramen,"¥3,000","¥3,999",¥0,¥999,3,3,,9,35.03118289,135.7801603,TRUE
877,THE BUFFET STYLE SARA,ザ・ブッフェスタイル サラ,Shijo,Buffet style,Creative cuisine,"¥2,000","¥2,999","¥1,000","¥1,999",3.12,3.07,3.19,93,35.00315246,135.7591239,TRUE
878,Karafuneyakohiten,からふね屋珈琲店 三条本店,Kyoto Shiyakusho Mae,Traditional Café,Cafe,¥0,¥999,¥0,¥999,3.52,3.19,3.51,99,35.00841568,135.7688173,TRUE
879,Arashiyamataniguchi,嵐山 谷口,Arashiyama,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥8,000","¥9,999","¥5,000","¥5,999",3.06,3.06,3.06,8,35.00719704,135.680433,TRUE
880,danieruzuaruba,Daniel’s ALBA,Karasuma Oike,Italian,Dining bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.08,3.05,3.1,26,35.01053312,135.7622811,FALSE
881,Giongyuuzen,祗園 牛禅,Gion Shijo,Shabu Shabu (Japanese Steamboat),Sukiyaki,"¥3,000","¥3,999",,,3.06,3.06,,18,35.0046429,135.7772165,TRUE
882,guridorufo-suitsuraku,GRIDDLE FORCE 逸楽,Karasuma,Teppanyaki,Steak,"¥5,000","¥5,999","¥1,000","¥1,999",3.06,3.05,3.06,8,35.00630187,135.7603598,TRUE
883,Tatsumiya,辰巳屋,Uji,Kyoto Cuisine,Hot Pot (other),"¥8,000","¥9,999","¥3,000","¥3,999",3.07,3.02,3.08,20,34.88847617,135.8091452,TRUE
884,Okonomiyakitonchinkan,とんちんかん,Kyoto Shiyakusho Mae,Okonomiyaki,Monjya yaki,"¥2,000","¥2,999","¥1,000","¥1,999",3.05,3.05,3,28,35.00769269,135.7683904,TRUE
885,Kifuneugenta,貴船 右源太,Kurama,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥10,000","¥14,999","¥6,000","¥7,999",3.54,3.51,3.47,55,35.12429458,135.7637824,TRUE
886,teuchiudonishokuyabongu,手打ちうどん 居食屋 凡愚,Nishi Maizuru,Izakaya (Tavern),Udon,"¥1,000","¥1,999","¥1,000","¥1,999",3.07,3.07,3.06,14,35.44611395,135.3287328,TRUE
887,umaimonyaki sun,うまいもん焼 参,Gion Shijo,Yakitori (Grilled chicken),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",¥0,¥999,3.03,3.04,,28,35.00561157,135.7707614,TRUE
888,Toritoyudoufuizakayaaogiya,鶏と湯豆腐 居酒屋 あおぎ屋,Saiin,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3.15,3.15,,7,35.00419853,135.731157,TRUE
889,Menshoutakamatsu,麺匠 たか松 本店,Karasuma,Tsukemen,Ramen,¥0,¥999,¥0,¥999,3.58,3.41,3.58,203,35.00626105,135.7608492,TRUE
890,Wayang Bali,ワヤン バリ,Kyoto Shiyakusho Mae,Indonesia cuisine,,"¥3,000","¥3,999",,,3.04,3.04,,15,35.01003495,135.768793,FALSE
891,Waraku,和楽,Fukuchiyama,Izakaya (Tavern),Kaiseki (Traditional Japanese),"¥2,000","¥2,999",¥0,¥999,3,3.06,3,12,35.29891658,135.118341,TRUE
892,YEBISU BAR,エビスバー 京都ヨドバシ店,Kyoto,Beer bar,Bar,"¥3,000","¥3,999",¥0,¥999,3.08,3.07,3.08,70,34.988132,135.7592152,TRUE
893,Ibushiginkazuya,燻吟 かず家,Kawaramachi,Bar,Nihonshu (Japanese sake),"¥3,000","¥3,999",,,3.36,3.36,3.05,11,35.00644896,135.7696529,TRUE
894,Tenichi,天一 京都伊勢丹店,Kyoto,Tempura,Ten-don (Tempura Bowl),"¥6,000","¥7,999","¥2,000","¥2,999",3.51,3.32,3.53,52,34.9858865,135.757672,TRUE
895,Rakuzenkakinuma,楽膳柿沼,Jingu Marutamachi,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),"¥8,000","¥9,999","¥2,000","¥2,999",3.1,3.09,3.08,9,35.01759019,135.7773604,TRUE
